Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/15/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.077666782735,56.5493231745008,57.0052752427026,57.4466558749494,57.8752913550052,58.296373764764,58.7150605686471,59.1355048131191,59.561548370541,59.9948284140376,60.4354479687638,60.881139821857,61.3273405376702,61.7689478807695,62.2035502913637,62.6305104999176,63.0478247951316,63.4582447979409,63.8623008504476,64.2600022677488,64.6518379294193,65.0370089817965,65.4172481453558,65.789645292848,66.1581780943116,66.5232892028182,66.8858843248608,67.2467997911822,67.6039392790935,67.9601946591256,68.3137257292478,68.6652152101973,69.0138731589909,69.3581205481664,69.6989381497269,70.0363899748496,70.372282218565,70.7066480161463,71.0367825337926,71.3626534102124,71.6873950721169,71.9931457265368,72.2876652802514,72.5622834164559,72.8192291597676,73.0605387483184,73.2874998549161,73.5017976764635,73.7041848082989,73.9042178299206,74.0972513009511,74.2831448266383,74.4614890508871,74.6328307448558,74.7990690810122,74.9617220946921,75.1220587349306,75.2821359218146,75.4409154860844,,
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4219512195122,77.390243902439,76.8365853658537,76.0463414634146,77.7463414634146,79.109756097561,76.8268292682927,79.2756097560976,79.6365853658537,79.9609756097561,81.7707317073171,80.6682926829268,80.9487804878049,81.2951219512195,82.6829268292683,81.5,81.8414634146342,81.7926829268293,82.3829268292683,82.2609756097561,82.0731707317073,82.6560975609756,82.2585365853659,83.7463414634146,83.0414634146342,,
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.057,69.079,69.086,69.121,69.209,69.352,69.509,69.62,69.639,69.557,69.403,69.259,69.237,69.419,69.845,70.503,71.333,72.233,73.085,73.799,74.337,74.695,74.904,75.037,75.157,75.286,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,,
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.919,48.162,48.383,48.59,48.797,49.015,49.254,49.523,49.829,50.18,50.584,51.048,51.565,52.129,52.731,53.367,54.03,54.709,55.39,56.058,56.702,57.319,57.901,58.437,58.91,59.309,59.632,59.868,60,60.003,59.837,59.464,58.868,58.05,57.022,55.782,54.334,52.728,51.034,49.328,47.691,46.197,44.898,43.845,43.083,42.658,42.595,42.854,43.384,44.146,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,,
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8473170731707,70.1026829268293,69.0953658536585,70.2043902439024,71.5090243902439,71.3251219512195,71.520243902439,71.6039024390244,71.3136585365854,70.9285365853659,70.8043902439024,71.7353658536586,71.0246341463415,71.3321951219512,71.2441463414634,70.8673170731707,70.9580487804878,70.809512195122,70.6046341463415,70.4821951219512,70.4821951219512,70.4607317073171,70.8368292682927,70.7778048780488,70.32,70.5012195121951,72.0807317073171,71.9346341463415,71.7621951219512,71.4253658536586,71.1607317073171,70.3641463414634,70.2343902439024,68.9104878048781,68.530243902439,69.0063414634147,70.1080487804878,70.9090243902439,71.219512195122,71.5707317073171,72.019512195122,71.6585365853658,71.7609756097561,72.0609756097561,71.9609756097561,71.2536585365854,71.0560975609756,70.9,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.8634146341464,73.9146341463415,74.5170731707317,74.3219512195122,74.6707317073171,75.4804878048781,75.6804878048781,,
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4463902439024,68.7377317073171,68.9981219512195,69.2230731707317,69.4110487804878,69.5610243902439,69.6744634146342,69.7613414634146,69.8351463414634,69.9048536585366,69.9834634146341,70.0814390243902,70.2053170731708,70.3581707317073,70.5425609756098,70.7576097560976,70.998512195122,71.2562926829268,71.5224634146342,71.7944634146342,72.0726097560976,72.3576829268293,72.6534634146342,72.9588780487805,73.2719268292683,73.585756097561,73.8946097560976,74.193756097561,74.4803414634146,74.7524146341464,75.0104146341463,75.4634146341464,75.7707317073171,75.7121951219512,76.3707317073171,76.5121951219512,76.519512195122,76.880487804878,77.0170731707317,77.7707317073171,77.8731707317073,77.8243902439025,77.9658536585366,77.7268292682927,79.1219512195122,79.4317073170732,79.2878048780488,79.3829268292683,80.5390243902439,80.6365853658537,80.6317073170732,80.9878048780488,81.3926829268293,81.8,82.2292682926829,82.2926829268293,82.6853658536585,82.0951219512195,82.2951219512195,,
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7868292682927,70.0324390243903,69.430487804878,69.8290243902439,71.0280487804878,70.7265853658537,70.7073170731707,70.3939024390244,70.0429268292683,69.7968292682927,69.8353658536586,70.1646341463415,69.8787804878049,69.8134146341464,69.7409756097561,68.9253658536586,69.0478048780488,69.1046341463415,68.9878048780488,68.4956097560976,68.8085365853659,68.7863414634146,69.3282926829268,69.1190243902439,69.1629268292683,69.2914634146342,70.6224390243903,70.6929268292683,70.6153658536586,70.1553658536586,69.2731707317073,69.0324390243903,68.3960975609756,66.7226829268293,65.6643902439025,66.3912195121951,68.7765853658537,69.3492682926829,69.0121951219512,69.7429268292683,70.3146341463415,70.7609756097561,70.9609756097561,71.2658536585366,72.0268292682927,71.3560975609756,70.8658536585366,71.019512195122,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.480487804878,74.580487804878,74.6292682926829,74.7829268292683,,
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.897,71.4,71.887,72.352,72.793,73.209,73.602,73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,,
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,73.219512195122,72.7682926829268,72.919512195122,72.6682926829268,73.519512195122,73.6707317073171,74.2707317073171,74.3219512195122,74.5219512195122,75.9243902439024,75.4243902439024,75.5731707317073,75.8219512195122,75.9707317073171,76.1707317073171,76.3707317073171,76.5707317073171,76.7707317073171,76.9707317073171,77.1707317073171,77.3707317073171,77.5707317073171,77.7219512195122,77.8707317073171,78.0707317073171,78.2219512195122,78.3707317073171,78.5707317073171,78.7219512195122,78.8707317073171,79.0219512195122,79.1707317073171,79.3219512195122,79.4707317073171,79.6219512195122,79.7219512195122,79.8707317073171,,
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.142,56.823,57.56,58.339,59.139,59.936,60.717,61.469,62.188,62.877,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.769,70.399,71.067,71.746,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,,
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808,,
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.31,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,,
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.343,37.936,38.56,39.209,39.878,40.56,41.252,41.954,42.669,43.397,44.142,44.908,45.7,46.52,47.368,48.25,49.167,50.116,51.087,52.069,53.046,53.998,54.913,55.787,56.621,57.424,58.213,59.008,59.823,60.664,61.529,62.413,63.302,64.185,65.059,65.923,66.784,67.644,68.501,69.348,70.173,70.964,71.708,72.399,73.034,73.612,74.138,74.621,75.073,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,,
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.077,57.668,58.193,58.656,59.069,59.447,59.807,60.165,60.536,60.932,61.362,61.829,62.327,62.845,63.378,63.922,64.467,65.009,65.54,66.055,66.553,67.031,67.493,67.942,68.38,68.809,69.232,69.649,70.062,70.469,70.866,71.248,71.61,71.953,72.279,72.598,72.925,73.268,73.625,73.988,74.34,74.658,74.922,75.118,75.243,75.3,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,,
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1414634146342,,,,,,,,,,,,67.5048780487805,65.2390243902439,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.633,61.259,61.87,62.469,63.06,63.642,64.216,64.775,65.313,65.824,66.301,66.736,67.128,67.474,67.773,68.02,68.212,68.355,68.462,68.549,68.64,68.764,68.936,69.162,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.871,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.781,73.892,73.986,74.08,74.19,74.324,74.484,74.662,74.846,75.019,75.171,75.299,75.406,75.498,75.589,75.688,,
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,28.199,28.345,28.535,28.782,29.097,29.489,29.959,30.496,31.086,31.72,32.388,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.142,38.909,39.677,40.435,41.173,41.879,42.545,43.17,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,,
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.433243902439,69.6143902439024,69.7706585365854,69.9199512195122,70.0757317073171,70.2479268292683,70.4410487804878,70.6480731707317,70.8630487804878,71.0829512195122,71.3052926829268,71.5225365853659,71.731243902439,71.9274390243902,72.1111951219512,72.2810975609756,72.4367804878049,72.5838048780488,72.7321219512195,72.8911951219512,73.0778536585366,73.3109024390244,73.5981463414634,73.94,74.3309756097561,74.7581463414634,75.2041951219512,75.6448292682927,76.0626585365854,76.4452682926829,76.7860731707317,77.0844634146341,77.3508048780488,77.593487804878,77.8175365853659,77.290243902439,77.3414634146342,77.7390243902439,77.5878048780488,77.5,78.3487804878049,78.8439024390244,78.7390243902439,78.5463414634146,79.2536585365854,79.3,79.4390243902439,79.7926829268293,79.6365853658537,80.2414634146342,81.3975609756098,80.7463414634146,80.7463414634146,81.7463414634146,82.0463414634146,81.8975609756098,82.4536585365854,82.3463414634146,82.4487804878049,,
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.381,42.961,43.567,44.215,44.907,45.63,46.357,47.055,47.698,48.279,48.796,49.258,49.686,50.098,50.503,50.907,51.312,51.714,52.113,52.511,52.91,53.315,53.726,54.14,54.556,54.97,55.375,55.768,56.144,56.505,56.849,57.18,57.504,57.823,58.141,58.46,58.78,59.101,59.422,59.744,60.063,60.377,60.685,60.989,61.294,61.607,61.938,62.294,62.678,63.089,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,,
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.82,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.395,74.526,74.627,74.669,74.634,74.519,74.334,74.099,73.845,73.607,73.416,73.287,73.228,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.784,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,,
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.86,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.103,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,,
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.439,39.879,40.238,40.508,40.698,40.822,40.904,40.975,41.061,41.178,41.343,41.567,41.836,42.135,42.451,42.759,43.028,43.242,43.391,43.479,43.515,43.521,43.527,43.56,43.637,43.772,43.975,44.235,44.541,44.887,45.261,45.647,46.033,46.41,46.772,47.123,47.47,47.826,48.194,48.572,48.946,49.295,49.61,49.889,50.143,50.387,50.641,50.934,51.292,51.738,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,,
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.432,45.132,45.834,46.531,47.214,47.868,48.476,49.032,49.536,49.99,50.404,50.788,51.16,51.539,51.935,52.358,52.817,53.306,53.82,54.357,54.913,55.486,56.066,56.643,57.204,57.735,58.226,58.671,59.065,59.405,59.688,59.914,60.092,60.231,60.341,60.426,60.493,60.545,60.593,60.643,60.706,60.788,60.892,61.018,61.17,61.349,61.552,61.776,62.015,62.266,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,,
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.7452195121951,59.7483658536585,60.6269024390244,61.3576585365854,61.9349512195122,62.3582926829268,62.6387073170732,62.8153170731707,62.9316829268293,63.0201951219512,63.1180487804878,63.2533414634146,63.4399512195122,63.6855365853659,63.9999756097561,64.3905365853658,64.8556341463415,65.3724390243903,65.9133170731707,66.4557804878049,66.9653902439024,67.4073902439025,67.7653658536585,68.0376097560976,68.2303658536585,68.3706829268293,68.4993658536586,68.655512195122,68.8630243902439,69.1240243902439,69.4048780487805,69.9560975609756,70.0585365853659,70.1073170731708,70.1585365853658,70.3258536585366,70.3229268292683,70.4048780487805,70.6073170731707,70.9609756097561,71.6634146341464,71.7658536585366,71.9658536585366,72.1213008130081,72.2767479674797,72.4321951219512,72.4321951219512,72.5707317073171,72.5707317073171,72.8824390243902,72.9673170731707,73.2668292682927,73.8634146341464,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805,74.5146341463415,74.4163414634146,,
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.672,36.934,37.183,37.421,37.655,37.899,38.174,38.494,38.866,39.289,39.756,40.254,40.762,41.262,41.744,42.206,42.649,43.082,43.504,43.912,44.296,44.646,44.954,45.216,45.432,45.606,45.746,45.86,45.957,46.038,46.096,46.121,46.108,46.055,45.969,45.846,45.677,45.479,45.285,45.136,45.09,45.204,45.517,46.052,46.823,47.844,49.118,50.595,52.206,53.888,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,,
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.991,60.515,61.012,61.486,61.943,62.39,62.833,63.277,63.719,64.161,64.595,65.013,65.407,65.775,66.117,66.442,66.761,67.085,67.42,67.766,68.117,68.461,68.788,69.09,69.366,69.621,69.866,70.11,70.358,70.612,70.865,71.106,71.326,71.519,71.687,71.834,71.972,72.11,72.257,72.418,72.594,72.782,72.976,73.17,73.364,73.555,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,,
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.89360375709,70.3680173824054,70.2327068020476,70.0503873907244,70.3132050501549,70.3667219117723,70.3780704719146,70.7143822608961,70.1762415741042,70.6947644224401,70.9854796049968,71.2911398971171,71.3262726176852,71.5294473070827,72.079596820105,72.6936149274565,72.9532043238988,73.3494111524674,73.4701710663699,73.9079407532592,73.7524307947342,74.1516423727685,74.4981547140922,74.620261500748,74.7253891177811,74.7402450345396,74.8013795712664,74.958115597837,74.9785416151833,75.2262984591507,75.4350452733174,75.5906183441826,75.8269374795246,75.6585366566257,75.838641999693,75.860600246286,76.2401048507992,76.6271935103358,76.7828622234177,76.8091316391787,76.8819963377772,77.0824100401778,77.1878181356609,77.3028107705754,77.7244879766956,77.7540822503293,77.9493926735038,78.2395484709121,78.3009807985721,78.6477282693838,78.8094598042627,78.9205803713592,79.0315168165906,79.0422667393636,79.1381544431363,79.0122080964003,78.8774577897405,78.8841342856085,78.8868905457274,,
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.483,47.231,47.957,48.656,49.325,49.958,50.554,51.116,51.65,52.163,52.669,53.184,53.714,54.262,54.82,55.369,55.882,56.338,56.731,57.067,57.374,57.69,58.049,58.464,58.933,59.451,60.007,60.556,61.044,61.42,61.608,61.531,61.165,60.516,59.609,58.479,57.179,55.806,54.462,53.231,52.192,51.399,50.862,50.589,50.6,50.931,51.609,52.593,53.817,55.207,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,,
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.6390243902439,59.0390243902439,59.4390243902439,59.8878048780488,60.3365853658537,60.7853658536586,61.2341463414634,61.6829268292683,62.1317073170732,62.5804878048781,63.0292682926829,63.4780487804878,63.9268292682927,64.3756097560976,64.8243902439024,65.2731707317073,65.7219512195122,66.1707317073171,66.3036585365854,66.4365853658537,66.569512195122,66.7024390243903,66.919512195122,68.5878048780488,68.0634146341464,68.7658536585366,69.0634146341463,69.4268292682927,69.4536585365854,69.0853658536585,70.4853658536586,70.3585365853659,71.6146341463415,71.6560975609756,70.6731707317073,72.009756097561,71.9975609756098,71.7390243902439,74.3756097560976,73.8756097560976,75.1634146341464,74.8317073170732,75.1024390243902,75.2707317073171,75.4707317073171,75.7219512195122,76.0756097560976,76.4780487804878,76.6804878048781,76.980487804878,77.2591221344293,76.6468353787517,77.0690703645998,77.1762108738893,77.2528725957226,77.2443035079364,76.9615007371216,77.1487804878049,77.1487804878049,,
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.053,35.141,35.223,35.298,35.368,35.435,35.501,35.573,35.658,35.76,35.883,36.031,36.203,36.402,36.633,36.905,37.227,37.6,38.02,38.48,38.962,39.45,39.927,40.385,40.821,41.241,41.654,42.079,42.53,43.014,43.538,44.103,44.703,45.33,45.979,46.641,47.307,47.97,48.627,49.279,49.928,50.584,51.256,51.95,52.668,53.411,54.18,54.968,55.764,56.557,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024,,
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.976,37.431,37.871,38.291,38.691,39.072,39.442,39.809,40.184,40.569,40.971,41.392,41.829,42.276,42.729,43.187,43.647,44.104,44.547,44.963,45.333,45.637,45.867,46.023,46.106,46.127,46.101,46.048,45.99,45.939,45.9,45.875,45.857,45.845,45.843,45.854,45.88,45.923,45.994,46.103,46.267,46.51,46.835,47.242,47.72,48.252,48.812,49.373,49.913,50.422,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,,
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.998,47.636,48.277,48.92,49.566,50.216,50.874,51.538,52.205,52.868,53.519,54.147,54.744,55.307,55.833,56.319,56.764,57.177,57.57,57.955,58.347,58.757,59.196,59.671,60.189,60.761,61.394,62.079,62.803,63.549,64.293,65.011,65.683,66.297,66.849,67.344,67.798,68.234,68.667,69.1,69.527,69.934,70.308,70.64,70.933,71.195,71.436,71.673,71.915,72.167,72.428,72.692,72.951,73.197,73.429,73.649,73.86,74.068,74.275,,
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.3926829268293,73.6526829268293,73.3239024390244,73.3370731707317,73.7041463414634,73.5687804878049,73.5129268292683,73.8041463414634,73.6126829268293,73.539512195122,73.5856097560976,73.809512195122,73.7270731707317,74.1439024390244,74.5368292682927,74.4987804878049,74.6470731707317,75.2214634146342,75.1451219512195,75.6060975609756,75.7431707317073,75.9343902439025,75.9885365853659,76.1641463414634,76.2331707317073,76.2846341463415,76.2704878048781,76.7051219512195,76.890243902439,76.7341463414634,76.8780487804878,77,77.2170731707317,76.9165853658537,77.3751219512195,77.4046341463415,77.4356097560976,77.7943902439024,77.8829268292683,77.8365853658537,77.9878048780488,78.190243902439,78.2926829268293,78.4926829268293,79.0951219512195,79.3463414634146,79.6975609756098,80.0975609756098,80.2512195121951,80.5487804878049,80.7024390243902,81.2048780487805,81.1048780487805,81.3048780487805,81.7073170731707,81.509756097561,81.5609756097561,81.7609756097561,81.8121951219512,,
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.549756097561,73.5504878048781,73.4480487804878,73.0775609756098,73.5958536585366,73.7231707317073,73.9953658536585,74.0665853658537,73.9419512195122,73.6634146341464,74.0880487804878,74.1792682926829,74.3446341463415,74.4421951219512,74.7536585365854,74.8175609756098,75.039512195122,75.3868292682927,75.4185365853659,75.4139024390244,75.6717073170732,75.8690243902439,76.0109756097561,76.0668292682927,76.2243902439024,75.9168292682927,76.2412195121951,76.0817073170732,76.2204878048781,76.500487804878,76.5373170731707,76.9807317073171,77.1843902439025,77.1517073170732,77.689756097561,77.7365853658537,78.1504878048781,78.1426829268293,78.3292682926829,78.2829268292683,78.6341463414634,78.7853658536585,78.9878048780488,79.390243902439,79.8414634146342,80.0414634146342,80.3439024390244,80.3951219512195,80.5926829268293,80.7951219512195,80.9975609756098,81.2951219512195,81.4512195121951,81.7512195121951,82.1,82.3048780487805,82.4073170731707,82.609756097561,82.7585365853659,,
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.583,35.941,36.357,36.828,37.346,37.903,38.487,39.087,39.691,40.291,40.881,41.457,42.024,42.588,43.151,43.718,44.294,44.885,45.493,46.124,46.776,47.45,48.142,48.852,49.577,50.324,51.095,51.891,52.712,53.551,54.404,55.262,56.118,56.964,57.793,58.6,59.383,60.144,60.884,61.6,62.288,62.945,63.57,64.165,64.729,65.264,65.773,66.26,66.727,67.178,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478,,
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2365853658537,70.9853658536586,71.2317073170732,71.280487804878,71.3292682926829,71.2268292682927,71.1243902439024,71.4731707317073,71.1243902439024,71.4731707317073,71.2731707317073,71.7731707317073,71.8292682926829,71.6682926829268,71.9243902439024,72.219512195122,72.4219512195122,72.1682926829268,73.019512195122,73.0682926829268,72.8292682926829,73.6219512195122,73.7243902439024,73.7756097560976,74.3707317073171,73.8292682926829,74.1219512195122,74.1780487804878,74.4243902439024,74.8243902439024,75.3780487804878,76.0317073170732,76.1243902439024,76.4341463414634,76.8829268292683,76.7341463414634,76.7878048780488,77.3341463414634,78.0853658536585,77.890243902439,78.6365853658537,78.6926829268293,78.8463414634146,79.1463414634146,79.5487804878049,79.8512195121951,80.0487804878049,80.1512195121951,80.3512195121951,80.7024390243902,80.7024390243902,80.9048780487805,81.1560975609756,81.4073170731707,81.4048780487805,81.4568292682927,81.6124390243903,81.6585365853659,81.8585365853659,,
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.672,43.499,44.311,45.11,45.896,46.665,47.413,48.141,48.858,49.574,50.31,51.087,51.92,52.811,53.76,54.755,55.781,56.813,57.829,58.813,59.758,60.659,61.523,62.356,63.153,63.915,64.638,65.324,65.975,66.593,67.18,67.739,68.273,68.786,69.283,69.77,70.25,70.726,71.197,71.664,72.126,72.58,73.022,73.447,73.851,74.23,74.577,74.893,75.179,75.44,75.682,75.916,76.149,76.388,76.634,76.887,77.142,77.393,77.633,,
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.299,46.197,47.059,47.884,48.67,49.42,50.134,50.812,51.457,52.07,52.649,53.192,53.699,54.171,54.613,55.028,55.421,55.796,56.158,56.512,56.86,57.206,57.546,57.882,58.213,58.54,58.863,59.18,59.493,59.799,60.1,60.393,60.68,60.96,61.235,61.505,61.773,62.039,62.303,62.564,62.82,63.066,63.3,63.522,63.736,63.951,64.176,64.42,64.685,64.969,65.264,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,,
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.864,61.38,61.88,62.36,62.824,63.275,63.718,64.16,64.607,65.063,65.532,66.018,66.515,67.02,67.527,68.027,68.513,68.976,69.412,69.818,70.192,70.537,70.858,71.163,71.453,71.732,72,72.257,72.506,72.747,72.982,73.212,73.439,73.661,73.879,74.092,74.3,74.5,74.694,74.881,75.06,75.233,75.401,75.565,75.728,75.892,76.06,76.234,76.414,76.6,76.792,76.989,77.188,77.386,77.583,77.776,77.964,78.149,78.329,,
